Id,Id2,Geography,TOT,65UP
1500000US490351123023,4.90351E+11,"Block Group 3, Census Tract 1123.02, Salt Lake County, Utah",2196,279
1500000US490351124021,4.90351E+11,"Block Group 1, Census Tract 1124.02, Salt Lake County, Utah",952,102
1500000US490351124022,4.90351E+11,"Block Group 2, Census Tract 1124.02, Salt Lake County, Utah",1232,325
1500000US490351124023,4.90351E+11,"Block Group 3, Census Tract 1124.02, Salt Lake County, Utah",2138,203
1500000US490351124024,4.90351E+11,"Block Group 4, Census Tract 1124.02, Salt Lake County, Utah",1444,110
1500000US490351124031,4.90351E+11,"Block Group 1, Census Tract 1124.03, Salt Lake County, Utah",1971,95
1500000US490351124032,4.90351E+11,"Block Group 2, Census Tract 1124.03, Salt Lake County, Utah",1074,53
1500000US490351124033,4.90351E+11,"Block Group 3, Census Tract 1124.03, Salt Lake County, Utah",1961,128
1500000US490351124041,4.90351E+11,"Block Group 1, Census Tract 1124.04, Salt Lake County, Utah",1798,119
1500000US490351124042,4.90351E+11,"Block Group 2, Census Tract 1124.04, Salt Lake County, Utah",2923,172
1500000US490351125011,4.90351E+11,"Block Group 1, Census Tract 1125.01, Salt Lake County, Utah",755,124
1500000US490351125012,4.90351E+11,"Block Group 2, Census Tract 1125.01, Salt Lake County, Utah",1648,195
1500000US490351125013,4.90351E+11,"Block Group 3, Census Tract 1125.01, Salt Lake County, Utah",1543,262
1500000US490351125021,4.90351E+11,"Block Group 1, Census Tract 1125.02, Salt Lake County, Utah",1314,31
1500000US490351125022,4.90351E+11,"Block Group 2, Census Tract 1125.02, Salt Lake County, Utah",1162,200
1500000US490351125023,4.90351E+11,"Block Group 3, Census Tract 1125.02, Salt Lake County, Utah",1843,204
1500000US490351125024,4.90351E+11,"Block Group 4, Census Tract 1125.02, Salt Lake County, Utah",304,0
1500000US490351125025,4.90351E+11,"Block Group 5, Census Tract 1125.02, Salt Lake County, Utah",1638,229
1500000US490351125031,4.90351E+11,"Block Group 1, Census Tract 1125.03, Salt Lake County, Utah",1534,171
1500000US490351125032,4.90351E+11,"Block Group 2, Census Tract 1125.03, Salt Lake County, Utah",1017,123
1500000US490351125033,4.90351E+11,"Block Group 3, Census Tract 1125.03, Salt Lake County, Utah",1740,186
1500000US490351125034,4.90351E+11,"Block Group 4, Census Tract 1125.03, Salt Lake County, Utah",470,96
1500000US490351126041,4.90351E+11,"Block Group 1, Census Tract 1126.04, Salt Lake County, Utah",1446,116
1500000US490351126042,4.90351E+11,"Block Group 2, Census Tract 1126.04, Salt Lake County, Utah",1263,122
1500000US490351126043,4.90351E+11,"Block Group 3, Census Tract 1126.04, Salt Lake County, Utah",1277,196
1500000US490351126044,4.90351E+11,"Block Group 4, Census Tract 1126.04, Salt Lake County, Utah",816,143
1500000US490351126051,4.90351E+11,"Block Group 1, Census Tract 1126.05, Salt Lake County, Utah",1886,334
1500000US490351126052,4.90351E+11,"Block Group 2, Census Tract 1126.05, Salt Lake County, Utah",1098,133
1500000US490351126053,4.90351E+11,"Block Group 3, Census Tract 1126.05, Salt Lake County, Utah",735,85
1500000US490351126054,4.90351E+11,"Block Group 4, Census Tract 1126.05, Salt Lake County, Utah",708,139
1500000US490351126055,4.90351E+11,"Block Group 5, Census Tract 1126.05, Salt Lake County, Utah",2839,98
1500000US490351126081,4.90351E+11,"Block Group 1, Census Tract 1126.08, Salt Lake County, Utah",1006,112
1500000US490351126082,4.90351E+11,"Block Group 2, Census Tract 1126.08, Salt Lake County, Utah",1466,234
1500000US490351126083,4.90351E+11,"Block Group 3, Census Tract 1126.08, Salt Lake County, Utah",1747,167
1500000US490351126084,4.90351E+11,"Block Group 4, Census Tract 1126.08, Salt Lake County, Utah",1122,181
1500000US490351126091,4.90351E+11,"Block Group 1, Census Tract 1126.09, Salt Lake County, Utah",2399,209
1500000US490351126092,4.90351E+11,"Block Group 2, Census Tract 1126.09, Salt Lake County, Utah",1488,104
1500000US490351126093,4.90351E+11,"Block Group 3, Census Tract 1126.09, Salt Lake County, Utah",1875,149
1500000US490351126101,4.90351E+11,"Block Group 1, Census Tract 1126.10, Salt Lake County, Utah",1478,142
1500000US490351126102,4.90351E+11,"Block Group 2, Census Tract 1126.10, Salt Lake County, Utah",1027,147
1500000US490351126103,4.90351E+11,"Block Group 3, Census Tract 1126.10, Salt Lake County, Utah",1931,112
1500000US490351126111,4.90351E+11,"Block Group 1, Census Tract 1126.11, Salt Lake County, Utah",1193,121
1500000US490351126112,4.90351E+11,"Block Group 2, Census Tract 1126.11, Salt Lake County, Utah",1874,177
1500000US490351126113,4.90351E+11,"Block Group 3, Census Tract 1126.11, Salt Lake County, Utah",1200,232
1500000US490351126114,4.90351E+11,"Block Group 4, Census Tract 1126.11, Salt Lake County, Utah",2358,159
1500000US490351126121,4.90351E+11,"Block Group 1, Census Tract 1126.12, Salt Lake County, Utah",2626,192
1500000US490351126122,4.90351E+11,"Block Group 2, Census Tract 1126.12, Salt Lake County, Utah",1673,296
1500000US490351126131,4.90351E+11,"Block Group 1, Census Tract 1126.13, Salt Lake County, Utah",1356,110
1500000US490351126132,4.90351E+11,"Block Group 2, Census Tract 1126.13, Salt Lake County, Utah",1412,164
1500000US490351126133,4.90351E+11,"Block Group 3, Census Tract 1126.13, Salt Lake County, Utah",1867,176
1500000US490351126141,4.90351E+11,"Block Group 1, Census Tract 1126.14, Salt Lake County, Utah",1537,321
1500000US490351126142,4.90351E+11,"Block Group 2, Census Tract 1126.14, Salt Lake County, Utah",1612,312
1500000US490351126151,4.90351E+11,"Block Group 1, Census Tract 1126.15, Salt Lake County, Utah",1319,184
1500000US490351126152,4.90351E+11,"Block Group 2, Census Tract 1126.15, Salt Lake County, Utah",1004,59
1500000US490351126161,4.90351E+11,"Block Group 1, Census Tract 1126.16, Salt Lake County, Utah",2927,296
1500000US490351126162,4.90351E+11,"Block Group 2, Census Tract 1126.16, Salt Lake County, Utah",1384,141
1500000US490351126171,4.90351E+11,"Block Group 1, Census Tract 1126.17, Salt Lake County, Utah",1451,123
1500000US490351126172,4.90351E+11,"Block Group 2, Census Tract 1126.17, Salt Lake County, Utah",1342,70
1500000US490351126173,4.90351E+11,"Block Group 3, Census Tract 1126.17, Salt Lake County, Utah",803,43
1500000US490351126181,4.90351E+11,"Block Group 1, Census Tract 1126.18, Salt Lake County, Utah",1416,143
1500000US490351126182,4.90351E+11,"Block Group 2, Census Tract 1126.18, Salt Lake County, Utah",1858,245
1500000US490351126191,4.90351E+11,"Block Group 1, Census Tract 1126.19, Salt Lake County, Utah",1121,278
1500000US490351126192,4.90351E+11,"Block Group 2, Census Tract 1126.19, Salt Lake County, Utah",1967,260
1500000US490351127001,4.90351E+11,"Block Group 1, Census Tract 1127, Salt Lake County, Utah",1186,124
1500000US490351127002,4.90351E+11,"Block Group 2, Census Tract 1127, Salt Lake County, Utah",907,83
1500000US490351127003,4.90351E+11,"Block Group 3, Census Tract 1127, Salt Lake County, Utah",1261,52
1500000US490351127004,4.90351E+11,"Block Group 4, Census Tract 1127, Salt Lake County, Utah",1724,314
1500000US490351128041,4.90351E+11,"Block Group 1, Census Tract 1128.04, Salt Lake County, Utah",1387,248
1500000US490351128042,4.90351E+11,"Block Group 2, Census Tract 1128.04, Salt Lake County, Utah",1137,140
1500000US490351128043,4.90351E+11,"Block Group 3, Census Tract 1128.04, Salt Lake County, Utah",1656,32
1500000US490351128044,4.90351E+11,"Block Group 4, Census Tract 1128.04, Salt Lake County, Utah",1531,160
1500000US490351128051,4.90351E+11,"Block Group 1, Census Tract 1128.05, Salt Lake County, Utah",1895,68
1500000US490351128052,4.90351E+11,"Block Group 2, Census Tract 1128.05, Salt Lake County, Utah",2094,78
1500000US490351128053,4.90351E+11,"Block Group 3, Census Tract 1128.05, Salt Lake County, Utah",1653,105
1500000US490351128101,4.90351E+11,"Block Group 1, Census Tract 1128.10, Salt Lake County, Utah",2226,142
1500000US490351128102,4.90351E+11,"Block Group 2, Census Tract 1128.10, Salt Lake County, Utah",3392,111
1500000US490351128103,4.90351E+11,"Block Group 3, Census Tract 1128.10, Salt Lake County, Utah",1717,103
1500000US490351128121,4.90351E+11,"Block Group 1, Census Tract 1128.12, Salt Lake County, Utah",904,105
1500000US490351128122,4.90351E+11,"Block Group 2, Census Tract 1128.12, Salt Lake County, Utah",1472,219
1500000US490351128123,4.90351E+11,"Block Group 3, Census Tract 1128.12, Salt Lake County, Utah",1491,75
1500000US490351128124,4.90351E+11,"Block Group 4, Census Tract 1128.12, Salt Lake County, Utah",1176,108
1500000US490351128131,4.90351E+11,"Block Group 1, Census Tract 1128.13, Salt Lake County, Utah",1488,144
1500000US490351128132,4.90351E+11,"Block Group 2, Census Tract 1128.13, Salt Lake County, Utah",1226,169
1500000US490351128133,4.90351E+11,"Block Group 3, Census Tract 1128.13, Salt Lake County, Utah",2262,132
1500000US490351128134,4.90351E+11,"Block Group 4, Census Tract 1128.13, Salt Lake County, Utah",776,84
1500000US490351128141,4.90351E+11,"Block Group 1, Census Tract 1128.14, Salt Lake County, Utah",2153,325
1500000US490351128142,4.90351E+11,"Block Group 2, Census Tract 1128.14, Salt Lake County, Utah",2477,240
1500000US490351128151,4.90351E+11,"Block Group 1, Census Tract 1128.15, Salt Lake County, Utah",2598,169
1500000US490351128152,4.90351E+11,"Block Group 2, Census Tract 1128.15, Salt Lake County, Utah",2884,281
1500000US490351128161,4.90351E+11,"Block Group 1, Census Tract 1128.16, Salt Lake County, Utah",2080,187
1500000US490351128162,4.90351E+11,"Block Group 2, Census Tract 1128.16, Salt Lake County, Utah",1112,93
1500000US490351128163,4.90351E+11,"Block Group 3, Census Tract 1128.16, Salt Lake County, Utah",2771,90
1500000US490351128171,4.90351E+11,"Block Group 1, Census Tract 1128.17, Salt Lake County, Utah",3428,177
1500000US490351128172,4.90351E+11,"Block Group 2, Census Tract 1128.17, Salt Lake County, Utah",2610,32
1500000US490351128173,4.90351E+11,"Block Group 3, Census Tract 1128.17, Salt Lake County, Utah",848,73
1500000US490351128181,4.90351E+11,"Block Group 1, Census Tract 1128.18, Salt Lake County, Utah",2061,58
1500000US490351128191,4.90351E+11,"Block Group 1, Census Tract 1128.19, Salt Lake County, Utah",2371,117
1500000US490351128192,4.90351E+11,"Block Group 2, Census Tract 1128.19, Salt Lake County, Utah",4776,132
1500000US490351128201,4.90351E+11,"Block Group 1, Census Tract 1128.20, Salt Lake County, Utah",4330,169
1500000US490351128202,4.90351E+11,"Block Group 2, Census Tract 1128.20, Salt Lake County, Utah",3831,240
1500000US490351128211,4.90351E+11,"Block Group 1, Census Tract 1128.21, Salt Lake County, Utah",3874,329
1500000US490351128212,4.90351E+11,"Block Group 2, Census Tract 1128.21, Salt Lake County, Utah",3126,21
1500000US490351128221,4.90351E+11,"Block Group 1, Census Tract 1128.22, Salt Lake County, Utah",2825,291
1500000US490351128222,4.90351E+11,"Block Group 2, Census Tract 1128.22, Salt Lake County, Utah",1924,345
1500000US490351128231,4.90351E+11,"Block Group 1, Census Tract 1128.23, Salt Lake County, Utah",1549,91
1500000US490351128232,4.90351E+11,"Block Group 2, Census Tract 1128.23, Salt Lake County, Utah",1695,88
1500000US490351128233,4.90351E+11,"Block Group 3, Census Tract 1128.23, Salt Lake County, Utah",1504,241
1500000US490351129041,4.90351E+11,"Block Group 1, Census Tract 1129.04, Salt Lake County, Utah",712,81
1500000US490351129042,4.90351E+11,"Block Group 2, Census Tract 1129.04, Salt Lake County, Utah",3157,309
1500000US490351129043,4.90351E+11,"Block Group 3, Census Tract 1129.04, Salt Lake County, Utah",1171,61
1500000US490351129044,4.90351E+11,"Block Group 4, Census Tract 1129.04, Salt Lake County, Utah",1349,19
1500000US490351129051,4.90351E+11,"Block Group 1, Census Tract 1129.05, Salt Lake County, Utah",1570,209
1500000US490351129052,4.90351E+11,"Block Group 2, Census Tract 1129.05, Salt Lake County, Utah",1270,181
1500000US490351129053,4.90351E+11,"Block Group 3, Census Tract 1129.05, Salt Lake County, Utah",2865,210
1500000US490351129071,4.90351E+11,"Block Group 1, Census Tract 1129.07, Salt Lake County, Utah",1856,68
1500000US490351129072,4.90351E+11,"Block Group 2, Census Tract 1129.07, Salt Lake County, Utah",1372,139
1500000US490351129073,4.90351E+11,"Block Group 3, Census Tract 1129.07, Salt Lake County, Utah",1224,51
1500000US490351129121,4.90351E+11,"Block Group 1, Census Tract 1129.12, Salt Lake County, Utah",1363,113
1500000US490351129122,4.90351E+11,"Block Group 2, Census Tract 1129.12, Salt Lake County, Utah",1272,78
1500000US490351129131,4.90351E+11,"Block Group 1, Census Tract 1129.13, Salt Lake County, Utah",1485,64
1500000US490351129132,4.90351E+11,"Block Group 2, Census Tract 1129.13, Salt Lake County, Utah",2380,300
1500000US490351129133,4.90351E+11,"Block Group 3, Census Tract 1129.13, Salt Lake County, Utah",1366,87
1500000US490351129141,4.90351E+11,"Block Group 1, Census Tract 1129.14, Salt Lake County, Utah",1189,72
1500000US490351129142,4.90351E+11,"Block Group 2, Census Tract 1129.14, Salt Lake County, Utah",2124,146
1500000US490351129143,4.90351E+11,"Block Group 3, Census Tract 1129.14, Salt Lake County, Utah",1853,146
1500000US490351129144,4.90351E+11,"Block Group 4, Census Tract 1129.14, Salt Lake County, Utah",1303,0
1500000US490351129161,4.90351E+11,"Block Group 1, Census Tract 1129.16, Salt Lake County, Utah",2047,39
1500000US490351129162,4.90351E+11,"Block Group 2, Census Tract 1129.16, Salt Lake County, Utah",1319,95
1500000US490351129163,4.90351E+11,"Block Group 3, Census Tract 1129.16, Salt Lake County, Utah",1267,58
1500000US490351129171,4.90351E+11,"Block Group 1, Census Tract 1129.17, Salt Lake County, Utah",1185,166
1500000US490351129172,4.90351E+11,"Block Group 2, Census Tract 1129.17, Salt Lake County, Utah",2718,240
1500000US490351129181,4.90351E+11,"Block Group 1, Census Tract 1129.18, Salt Lake County, Utah",2230,27
1500000US490351129182,4.90351E+11,"Block Group 2, Census Tract 1129.18, Salt Lake County, Utah",3057,143
1500000US490351129201,4.90351E+11,"Block Group 1, Census Tract 1129.20, Salt Lake County, Utah",1373,357
1500000US490351129202,4.90351E+11,"Block Group 2, Census Tract 1129.20, Salt Lake County, Utah",2909,106
1500000US490351129211,4.90351E+11,"Block Group 1, Census Tract 1129.21, Salt Lake County, Utah",1168,125
1500000US490351129212,4.90351E+11,"Block Group 2, Census Tract 1129.21, Salt Lake County, Utah",1011,95
1500000US490351129213,4.90351E+11,"Block Group 3, Census Tract 1129.21, Salt Lake County, Utah",1453,212
1500000US490351130071,4.90351E+11,"Block Group 1, Census Tract 1130.07, Salt Lake County, Utah",2783,122
1500000US490351130072,4.90351E+11,"Block Group 2, Census Tract 1130.07, Salt Lake County, Utah",2755,162
1500000US490351130081,4.90351E+11,"Block Group 1, Census Tract 1130.08, Salt Lake County, Utah",1657,68
1500000US490351130082,4.90351E+11,"Block Group 2, Census Tract 1130.08, Salt Lake County, Utah",1737,155
1500000US490351130083,4.90351E+11,"Block Group 3, Census Tract 1130.08, Salt Lake County, Utah",1475,150
1500000US490351130084,4.90351E+11,"Block Group 4, Census Tract 1130.08, Salt Lake County, Utah",1558,69
1500000US490351130101,4.90351E+11,"Block Group 1, Census Tract 1130.10, Salt Lake County, Utah",1209,96
1500000US490351130102,4.90351E+11,"Block Group 2, Census Tract 1130.10, Salt Lake County, Utah",1548,231
1500000US490351130103,4.90351E+11,"Block Group 3, Census Tract 1130.10, Salt Lake County, Utah",2734,845
1500000US490351130104,4.90351E+11,"Block Group 4, Census Tract 1130.10, Salt Lake County, Utah",1278,86
1500000US490351130111,4.90351E+11,"Block Group 1, Census Tract 1130.11, Salt Lake County, Utah",2358,335
1500000US490351130112,4.90351E+11,"Block Group 2, Census Tract 1130.11, Salt Lake County, Utah",970,45
1500000US490351130113,4.90351E+11,"Block Group 3, Census Tract 1130.11, Salt Lake County, Utah",2195,421
1500000US490351130121,4.90351E+11,"Block Group 1, Census Tract 1130.12, Salt Lake County, Utah",1901,260
1500000US490351130122,4.90351E+11,"Block Group 2, Census Tract 1130.12, Salt Lake County, Utah",3142,211
1500000US490351130131,4.90351E+11,"Block Group 1, Census Tract 1130.13, Salt Lake County, Utah",2409,181
1500000US490351130132,4.90351E+11,"Block Group 2, Census Tract 1130.13, Salt Lake County, Utah",2892,144
1500000US490351130141,4.90351E+11,"Block Group 1, Census Tract 1130.14, Salt Lake County, Utah",1502,203
1500000US490351130142,4.90351E+11,"Block Group 2, Census Tract 1130.14, Salt Lake County, Utah",2252,119
1500000US490351130161,4.90351E+11,"Block Group 1, Census Tract 1130.16, Salt Lake County, Utah",2769,103
1500000US490351130162,4.90351E+11,"Block Group 2, Census Tract 1130.16, Salt Lake County, Utah",3764,101
1500000US490351130171,4.90351E+11,"Block Group 1, Census Tract 1130.17, Salt Lake County, Utah",1478,46
1500000US490351130172,4.90351E+11,"Block Group 2, Census Tract 1130.17, Salt Lake County, Utah",1421,159
1500000US490351130173,4.90351E+11,"Block Group 3, Census Tract 1130.17, Salt Lake County, Utah",2309,161
1500000US490351130174,4.90351E+11,"Block Group 4, Census Tract 1130.17, Salt Lake County, Utah",1995,70
1500000US490351130191,4.90351E+11,"Block Group 1, Census Tract 1130.19, Salt Lake County, Utah",6333,302
1500000US490351130201,4.90351E+11,"Block Group 1, Census Tract 1130.20, Salt Lake County, Utah",12399,331
1500000US490351131011,4.90351E+11,"Block Group 1, Census Tract 1131.01, Salt Lake County, Utah",1739,29
1500000US490351131012,4.90351E+11,"Block Group 2, Census Tract 1131.01, Salt Lake County, Utah",1148,21
1500000US490351131013,4.90351E+11,"Block Group 3, Census Tract 1131.01, Salt Lake County, Utah",2374,214
1500000US490351131014,4.90351E+11,"Block Group 4, Census Tract 1131.01, Salt Lake County, Utah",2097,67
1500000US490351131021,4.90351E+11,"Block Group 1, Census Tract 1131.02, Salt Lake County, Utah",1898,111
1500000US490351131022,4.90351E+11,"Block Group 2, Census Tract 1131.02, Salt Lake County, Utah",1970,148
1500000US490351131051,4.90351E+11,"Block Group 1, Census Tract 1131.05, Salt Lake County, Utah",702,54
1500000US490351131052,4.90351E+11,"Block Group 2, Census Tract 1131.05, Salt Lake County, Utah",3537,235
1500000US490351131071,4.90351E+11,"Block Group 1, Census Tract 1131.07, Salt Lake County, Utah",6926,184
1500000US490351131072,4.90351E+11,"Block Group 2, Census Tract 1131.07, Salt Lake County, Utah",6792,44
1500000US490351131073,4.90351E+11,"Block Group 3, Census Tract 1131.07, Salt Lake County, Utah",8732,175
1500000US490351131081,4.90351E+11,"Block Group 1, Census Tract 1131.08, Salt Lake County, Utah",2450,102
1500000US490351131082,4.90351E+11,"Block Group 2, Census Tract 1131.08, Salt Lake County, Utah",1890,56
1500000US490351133051,4.90351E+11,"Block Group 1, Census Tract 1133.05, Salt Lake County, Utah",2513,166
1500000US490351133052,4.90351E+11,"Block Group 2, Census Tract 1133.05, Salt Lake County, Utah",1988,245
1500000US490351133053,4.90351E+11,"Block Group 3, Census Tract 1133.05, Salt Lake County, Utah",2294,149
1500000US490351133054,4.90351E+11,"Block Group 4, Census Tract 1133.05, Salt Lake County, Utah",1628,143
1500000US490351133061,4.90351E+11,"Block Group 1, Census Tract 1133.06, Salt Lake County, Utah",1213,229
1500000US490351133062,4.90351E+11,"Block Group 2, Census Tract 1133.06, Salt Lake County, Utah",2415,33
1500000US490351133063,4.90351E+11,"Block Group 3, Census Tract 1133.06, Salt Lake County, Utah",1860,33
1500000US490351133071,4.90351E+11,"Block Group 1, Census Tract 1133.07, Salt Lake County, Utah",1229,53
1500000US490351133072,4.90351E+11,"Block Group 2, Census Tract 1133.07, Salt Lake County, Utah",1780,169
1500000US490351133073,4.90351E+11,"Block Group 3, Census Tract 1133.07, Salt Lake County, Utah",3509,174
1500000US490351133074,4.90351E+11,"Block Group 4, Census Tract 1133.07, Salt Lake County, Utah",1134,77
1500000US490351133081,4.90351E+11,"Block Group 1, Census Tract 1133.08, Salt Lake County, Utah",2012,112
1500000US490351133082,4.90351E+11,"Block Group 2, Census Tract 1133.08, Salt Lake County, Utah",1830,123
1500000US490351133083,4.90351E+11,"Block Group 3, Census Tract 1133.08, Salt Lake County, Utah",1808,121
1500000US490351133091,4.90351E+11,"Block Group 1, Census Tract 1133.09, Salt Lake County, Utah",1712,246
1500000US490351133092,4.90351E+11,"Block Group 2, Census Tract 1133.09, Salt Lake County, Utah",1761,105
1500000US490351133093,4.90351E+11,"Block Group 3, Census Tract 1133.09, Salt Lake County, Utah",2072,179
1500000US490351133101,4.90351E+11,"Block Group 1, Census Tract 1133.10, Salt Lake County, Utah",787,150
1500000US490351133102,4.90351E+11,"Block Group 2, Census Tract 1133.10, Salt Lake County, Utah",1345,144
1500000US490351133103,4.90351E+11,"Block Group 3, Census Tract 1133.10, Salt Lake County, Utah",611,106
1500000US490351134061,4.90351E+11,"Block Group 1, Census Tract 1134.06, Salt Lake County, Utah",2195,144
1500000US490351134062,4.90351E+11,"Block Group 2, Census Tract 1134.06, Salt Lake County, Utah",2541,148
1500000US490351134063,4.90351E+11,"Block Group 3, Census Tract 1134.06, Salt Lake County, Utah",2031,149
1500000US490351134071,4.90351E+11,"Block Group 1, Census Tract 1134.07, Salt Lake County, Utah",2160,155
1500000US490351134072,4.90351E+11,"Block Group 2, Census Tract 1134.07, Salt Lake County, Utah",5788,223
1500000US490351134073,4.90351E+11,"Block Group 3, Census Tract 1134.07, Salt Lake County, Utah",2421,24
1500000US490351134081,4.90351E+11,"Block Group 1, Census Tract 1134.08, Salt Lake County, Utah",2771,212
1500000US490351134082,4.90351E+11,"Block Group 2, Census Tract 1134.08, Salt Lake County, Utah",2012,101
1500000US490351134083,4.90351E+11,"Block Group 3, Census Tract 1134.08, Salt Lake County, Utah",1716,64
1500000US490351134091,4.90351E+11,"Block Group 1, Census Tract 1134.09, Salt Lake County, Utah",1686,144
1500000US490351134092,4.90351E+11,"Block Group 2, Census Tract 1134.09, Salt Lake County, Utah",2059,108
1500000US490351134093,4.90351E+11,"Block Group 3, Census Tract 1134.09, Salt Lake County, Utah",2336,58
1500000US490351134101,4.90351E+11,"Block Group 1, Census Tract 1134.10, Salt Lake County, Utah",2109,96
1500000US490351134102,4.90351E+11,"Block Group 2, Census Tract 1134.10, Salt Lake County, Utah",1057,135
1500000US490351134103,4.90351E+11,"Block Group 3, Census Tract 1134.10, Salt Lake County, Utah",1426,141
1500000US490351134104,4.90351E+11,"Block Group 4, Census Tract 1134.10, Salt Lake County, Utah",1567,178
1500000US490351134111,4.90351E+11,"Block Group 1, Census Tract 1134.11, Salt Lake County, Utah",1095,110
1500000US490351134112,4.90351E+11,"Block Group 2, Census Tract 1134.11, Salt Lake County, Utah",1752,294
1500000US490351134121,4.90351E+11,"Block Group 1, Census Tract 1134.12, Salt Lake County, Utah",2871,193
1500000US490351134131,4.90351E+11,"Block Group 1, Census Tract 1134.13, Salt Lake County, Utah",1981,282
1500000US490351134132,4.90351E+11,"Block Group 2, Census Tract 1134.13, Salt Lake County, Utah",1518,171
1500000US490351134133,4.90351E+11,"Block Group 3, Census Tract 1134.13, Salt Lake County, Utah",2062,197
1500000US490351135051,4.90351E+11,"Block Group 1, Census Tract 1135.05, Salt Lake County, Utah",1111,56
1500000US490351135052,4.90351E+11,"Block Group 2, Census Tract 1135.05, Salt Lake County, Utah",2458,271
1500000US490351135053,4.90351E+11,"Block Group 3, Census Tract 1135.05, Salt Lake County, Utah",1553,191
1500000US490351135054,4.90351E+11,"Block Group 4, Census Tract 1135.05, Salt Lake County, Utah",1805,155
1500000US490351135091,4.90351E+11,"Block Group 1, Census Tract 1135.09, Salt Lake County, Utah",3136,282
1500000US490351135092,4.90351E+11,"Block Group 2, Census Tract 1135.09, Salt Lake County, Utah",3406,247
1500000US490351135101,4.90351E+11,"Block Group 1, Census Tract 1135.10, Salt Lake County, Utah",1588,138
1500000US490351135102,4.90351E+11,"Block Group 2, Census Tract 1135.10, Salt Lake County, Utah",1259,219
1500000US490351135103,4.90351E+11,"Block Group 3, Census Tract 1135.10, Salt Lake County, Utah",591,131
1500000US490351135111,4.90351E+11,"Block Group 1, Census Tract 1135.11, Salt Lake County, Utah",2791,346
1500000US490351135112,4.90351E+11,"Block Group 2, Census Tract 1135.11, Salt Lake County, Utah",1466,142
1500000US490351135121,4.90351E+11,"Block Group 1, Census Tract 1135.12, Salt Lake County, Utah",2146,138
1500000US490351135122,4.90351E+11,"Block Group 2, Census Tract 1135.12, Salt Lake County, Utah",1361,28
1500000US490351135131,4.90351E+11,"Block Group 1, Census Tract 1135.13, Salt Lake County, Utah",1768,215
1500000US490351135132,4.90351E+11,"Block Group 2, Census Tract 1135.13, Salt Lake County, Utah",958,187
1500000US490351135133,4.90351E+11,"Block Group 3, Census Tract 1135.13, Salt Lake County, Utah",1502,27
1500000US490351135134,4.90351E+11,"Block Group 4, Census Tract 1135.13, Salt Lake County, Utah",2001,64
1500000US490351135141,4.90351E+11,"Block Group 1, Census Tract 1135.14, Salt Lake County, Utah",1290,125
1500000US490351135142,4.90351E+11,"Block Group 2, Census Tract 1135.14, Salt Lake County, Utah",1106,264
1500000US490351135143,4.90351E+11,"Block Group 3, Census Tract 1135.14, Salt Lake County, Utah",1387,190
1500000US490351135144,4.90351E+11,"Block Group 4, Census Tract 1135.14, Salt Lake County, Utah",1664,150
1500000US490351135151,4.90351E+11,"Block Group 1, Census Tract 1135.15, Salt Lake County, Utah",2113,308
1500000US490351135152,4.90351E+11,"Block Group 2, Census Tract 1135.15, Salt Lake County, Utah",1233,213
1500000US490351135153,4.90351E+11,"Block Group 3, Census Tract 1135.15, Salt Lake County, Utah",2568,116
1500000US490351135201,4.90351E+11,"Block Group 1, Census Tract 1135.20, Salt Lake County, Utah",2248,121
1500000US490351135202,4.90351E+11,"Block Group 2, Census Tract 1135.20, Salt Lake County, Utah",1931,206
1500000US490351135211,4.90351E+11,"Block Group 1, Census Tract 1135.21, Salt Lake County, Utah",2085,177
1500000US490351135212,4.90351E+11,"Block Group 2, Census Tract 1135.21, Salt Lake County, Utah",1540,82
1500000US490351135213,4.90351E+11,"Block Group 3, Census Tract 1135.21, Salt Lake County, Utah",1195,73
1500000US490351135214,4.90351E+11,"Block Group 4, Census Tract 1135.21, Salt Lake County, Utah",1129,150
1500000US490351135221,4.90351E+11,"Block Group 1, Census Tract 1135.22, Salt Lake County, Utah",1972,196
1500000US490351135222,4.90351E+11,"Block Group 2, Census Tract 1135.22, Salt Lake County, Utah",1406,133
1500000US490351135231,4.90351E+11,"Block Group 1, Census Tract 1135.23, Salt Lake County, Utah",1656,34
1500000US490351135232,4.90351E+11,"Block Group 2, Census Tract 1135.23, Salt Lake County, Utah",1770,62
1500000US490351135233,4.90351E+11,"Block Group 3, Census Tract 1135.23, Salt Lake County, Utah",1953,56
1500000US490351135234,4.90351E+11,"Block Group 4, Census Tract 1135.23, Salt Lake County, Utah",1204,7
1500000US490351135251,4.90351E+11,"Block Group 1, Census Tract 1135.25, Salt Lake County, Utah",1918,17
1500000US490351135252,4.90351E+11,"Block Group 2, Census Tract 1135.25, Salt Lake County, Utah",4821,130
1500000US490351135261,4.90351E+11,"Block Group 1, Census Tract 1135.26, Salt Lake County, Utah",2762,82
1500000US490351135262,4.90351E+11,"Block Group 2, Census Tract 1135.26, Salt Lake County, Utah",956,0
1500000US490351135263,4.90351E+11,"Block Group 3, Census Tract 1135.26, Salt Lake County, Utah",1307,21
1500000US490351135271,4.90351E+11,"Block Group 1, Census Tract 1135.27, Salt Lake County, Utah",1327,15
1500000US490351135272,4.90351E+11,"Block Group 2, Census Tract 1135.27, Salt Lake County, Utah",1491,13
1500000US490351135273,4.90351E+11,"Block Group 3, Census Tract 1135.27, Salt Lake County, Utah",1554,24
